1570732426657
Hello from ESP32 Server1570732426713
428775	-0.10	0.86	0.09	0.50	-2.61	8.20	-4.68	0.06	-0.19	-0.13	-25.56	-4.56	55.38	-0.07	0.01	0.06	0	3	0	0
1570732426946
428784	-0.10	0.86	0.09	0.50	-2.61	8.20	-4.69	-0.19	-0.06	0.00	-25.56	-4.56	55.38	-0.06	0.01	0.11	0	3	0	0
428794	-0.10	0.86	0.09	0.50	-2.61	8.20	-4.63	-0.25	0.13	-0.06	-25.19	-5.25	55.00	-0.05	0.00	0.12	0	3	0	0
428805	-0.10	0.86	0.09	0.50	-2.60	8.19	-4.63	-0.31	0.25	0.06	-25.19	-5.25	55.00	-0.07	0.02	0.10	0	3	0	0
428817	-0.10	0.86	0.09	0.50	-2.61	8.21	-4.64	-0.19	0.13	-0.06	-25.19	-5.25	55.00	-0.06	0.02	0.09	0	3	0	0
428827	-0.10	0.86	0.09	0.50	-2.60	8.21	-4.63	0.13	0.19	-0.13	-25.19	-5.25	55.00	-0.06	0.02	0.11	0	3	0	0
428836	-0.10	0.86	0.09	0.50	-2.60	8.21	-4.63	0.19	-0.19	-0.13	-24.06	-3.75	56.56	-0.05	0.00	0.11	0	3	0	0
428847	-0.10	0.86	0.09	0.50	-2.58	8.18	-4.64	0.13	-0.06	-0.06	-24.06	-3.75	56.56	-0.04	0.00	0.11	0	3	0	0
428857	-0.10	0.86	0.09	0.50	-2.60	8.19	-4.67	0.00	0.00	-0.19	-24.06	-3.75	56.56	-0.06	0.00	0.08	0	3	0	0
428868	-0.10	0.86	0.09	0.50	-2.62	8.20	-4.66	0.00	0.00	0.00	-24.06	-3.75	56.56	-0.08	0.01	0.08	0	3	0	0
428878	-0.10	0.86	0.09	0.50	-2.60	8.18	-4.64	0.00	0.00	0.13	-24.06	-3.75	56.56	-0.05	0.00	0.10	0	3	0	0
428887	-0.10	0.86	0.09	0.50	-2.61	8.20	-4.63	0.00	0.06	-0.06	-24.06	-3.75	57.50	-0.07	0.01	0.12	0	3	0	0
428897	-0.10	0.86	0.09	0.50	-2.59	8.19	-4.64	-0.06	0.06	0.00	-24.06	-3.75	57.50	-0.05	0.00	0.11	0	3	0	0
428907	-0.10	0.86	0.09	0.50	-2.62	8.19	-4.66	0.00	-0.19	-0.13	-24.06	-3.75	57.50	-0.08	0.00	0.08	0	3	0	0
428918	-0.10	0.86	0.09	0.50	-2.59	8.19	-4.63	0.13	0.00	0.00	-24.06	-3.75	57.50	-0.04	0.00	0.12	0	3	0	0
428927	-0.10	0.86	0.09	0.50	-2.60	8.20	-4.64	0.06	-0.19	0.00	-24.06	-3.75	57.50	-0.06	0.01	0.10	0	3	0	0
428937	-0.10	0.86	0.09	0.50	-2.61	8.21	-4.65	0.00	0.06	0.06	-24.37	-3.75	58.69	-0.07	0.02	0.09	0	3	0	0
428947	-0.10	0.86	0.09	0.50	-2.60	8.20	-4.64	-0.06	0.19	0.00	-24.37	-3.75	58.69	-0.06	0.01	0.10	0	3	0	0
428959	-0.10	0.86	0.09	0.50	-2.60	8.20	-4.64	-0.19	0.06	-0.13	-24.37	-3.75	58.69	-0.06	0.01	0.10	0	3	0	0
428969	-0.10	0.86	0.09	0.50	-2.61	8.21	-4.64	-0.19	0.19	0.00	-24.37	-3.75	58.69	-0.07	0.02	0.10	0	3	0	0
