1570732215003
Hello from ESP32 Server1570732215216
3388037	0.75	-0.64	0.04	0.13	2.39	-1.02	-9.53	0.06	0.13	0.00	-34.25	-1.37	32.69	0.03	-0.03	-0.06	0	3	3	3
1570732215420
3388046	0.75	-0.64	0.04	0.13	2.37	-1.05	-9.52	0.06	-0.06	-0.13	-34.25	-1.37	32.69	0.02	-0.06	-0.05	0	3	3	3
3388056	0.75	-0.64	0.04	0.13	2.40	-1.02	-9.55	0.13	0.00	-0.06	-34.25	-1.00	33.50	0.04	-0.03	-0.09	0	3	3	3
3388067	0.75	-0.64	0.04	0.13	2.37	-1.02	-9.51	0.06	0.25	-0.19	-34.25	-1.00	33.50	0.02	-0.03	-0.04	0	3	3	3
3388078	0.75	-0.64	0.04	0.13	2.39	-1.02	-9.53	-0.06	0.19	0.06	-34.25	-1.00	33.50	0.04	-0.03	-0.06	0	3	3	3
3388089	0.75	-0.64	0.04	0.13	2.39	-1.01	-9.52	0.00	0.31	0.06	-34.25	-1.00	33.50	0.04	-0.05	-0.01	0	3	3	3
3388098	0.75	-0.64	0.04	0.13	2.39	-1.04	-9.48	-0.06	0.25	0.00	-34.25	-1.00	33.50	0.04	-0.05	-0.01	0	3	3	3
3388109	0.75	-0.64	0.04	0.13	2.42	-1.02	-9.54	-0.06	0.19	0.00	-32.38	-1.37	34.25	0.05	-0.04	-0.07	0	3	3	3
3388119	0.75	-0.64	0.04	0.13	2.40	-1.03	-9.53	-0.06	0.19	-0.13	-32.38	-1.37	34.25	0.05	-0.05	-0.07	0	3	3	3
3388130	0.75	-0.64	0.04	0.13	2.40	-1.04	-9.53	-0.13	-0.06	-0.13	-32.38	-1.37	34.25	0.03	-0.05	-0.06	0	3	3	3
3388141	0.75	-0.64	0.04	0.13	2.38	-1.04	-9.53	0.06	0.19	0.00	-32.38	-1.37	34.25	0.05	-0.01	-0.03	0	3	3	3
3388150	0.75	-0.64	0.04	0.13	2.41	-1.00	-9.50	0.06	0.06	-0.06	-33.19	-0.56	32.69	0.04	-0.03	-0.01	0	3	3	3
3388161	0.75	-0.64	0.04	0.13	2.39	-1.02	-9.48	0.06	0.19	0.06	-33.19	-0.56	32.69	0.06	-0.03	-0.04	0	3	3	3
3388172	0.75	-0.64	0.04	0.13	2.40	-1.04	-9.53	0.13	0.25	0.00	-33.19	-0.56	32.69	0.04	-0.05	-0.07	0	3	3	3
3388183	0.75	-0.64	0.04	0.13	2.41	-1.03	-9.53	0.13	0.19	-0.06	-33.19	-0.56	32.69	0.06	-0.04	-0.06	0	3	3	3
3388193	0.75	-0.64	0.04	0.13	2.41	-1.00	-9.52	0.13	-0.13	-0.06	-33.19	-0.56	32.69	0.05	-0.01	-0.05	0	3	3	3
3388202	0.75	-0.64	0.04	0.13	2.41	-1.00	-9.52	-0.06	0.06	-0.06	-33.88	-1.37	34.00	0.03	-0.05	-0.04	0	3	3	3
3388214	0.75	-0.64	0.04	0.13	2.41	-1.04	-9.53	-0.13	-0.06	0.00	-33.88	-1.37	34.00	0.05	-0.05	-0.06	0	3	3	3
3388225	0.75	-0.64	0.04	0.13	2.39	-1.02	-9.54	0.13	0.06	-0.06	-33.88	-1.37	34.00	0.04	-0.03	-0.08	0	3	3	3
3388237	0.75	-0.64	0.04	0.13	2.39	-1.03	-9.55	0.06	0.19	-0.06	-33.88	-1.37	34.00	0.04	-0.04	-0.08	0	3	3	3
3388245	0.75	-0.64	0.04	0.13	2.40	-1.03	-9.54	0.06	0.06	-0.06	-33.88	-1.37	34.00	0.04	-0.04	-0.07	0	3	3	3
1570732215625
3388256	0.75	-0.64	0.04	0.13	2.42	-1.04	-9.50	0.00	0.06	0.13	-34.25	-1.75	34.00	0.06	-0.05	-0.03	0	3	3	3
3388267	0.75	-0.64	0.04	0.13	2.42	-1.03	-9.52	0.00	0.06	-0.06	-34.25	-1.75	34.00	0.06	-0.04	-0.05	0	3	3	3
3388277	0.75	-0.64	0.04	0.13	2.39	-1.03	-9.55	0.13	0.06	0.00	-34.25	-1.75	34.00	0.04	-0.04	-0.09	0	3	3	3
3388288	0.75	-0.64	0.04	0.13	2.39	-1.01	-9.53	0.19	0.06	0.00	-34.25	-1.75	34.00	0.04	-0.01	-0.06	0	3	3	3
3388296	0.75	-0.64	0.04	0.13	2.40	-1.01	-9.52	0.19	-0.06	0.06	-34.25	-1.75	34.00	0.04	-0.01	-0.05	0	3	3	3
3388307	0.75	-0.64	0.04	0.13	2.38	-1.01	-9.50	0.06	0.00	-0.13	-33.88	-1.37	34.25	0.03	-0.02	-0.03	0	3	3	3
3388317	0.75	-0.64	0.04	0.13	2.41	-1.01	-9.52	-0.06	0.13	-0.06	-33.88	-1.37	34.25	0.05	-0.02	-0.05	0	3	3	3
3388328	0.75	-0.64	0.04	0.13	2.39	-1.04	-9.54	0.00	0.25	-0.13	-33.88	-1.37	34.25	0.03	-0.05	-0.07	0	3	3	3
